sub,trial,gamble,choice,choice_fct,rt
98,18,2,2,B,17.217
98,19,47,1,A,8.383
98,20,39,2,B,5.256
98,21,91,2,B,9.501
98,22,35,2,B,21.829
98,23,68,2,B,5.517
98,24,30,2,B,11.201
98,25,54,2,B,14.317
98,26,51,1,A,7.557
98,27,78,2,B,5.178
98,28,65,2,B,3.183
98,29,38,1,A,14.225
98,30,70,1,A,9.657
98,31,64,2,B,11.842
98,32,73,2,B,18.397
98,33,74,2,B,10.161
98,34,31,2,B,9.625
98,35,75,1,A,6.422
98,36,1,2,B,11.573
98,37,11,2,B,5.533
98,38,6,2,B,6.083
98,39,66,2,B,10.725
98,40,72,1,A,12.564
98,41,22,1,A,11.5
98,42,25,2,B,8.052
98,43,27,2,B,7.825
98,44,86,2,B,6.344
98,45,17,1,A,4.399
98,46,7,2,B,4.818
98,47,13,2,B,5.744
98,48,79,1,A,3.923
98,49,14,2,B,5.702
98,50,80,2,B,3.151
98,51,82,2,B,3.399
98,52,60,2,B,5.327
98,53,89,2,B,9.834
98,54,71,2,B,5.277
98,55,69,2,B,8.008
98,56,88,1,A,3.325
98,57,77,1,A,4.133
98,58,9,2,B,5.44
98,59,12,2,B,5.436
98,60,3,2,B,3.014
98,61,57,1,A,6.338
98,62,43,1,A,5.444
98,63,32,2,B,11.071
98,64,33,1,A,10.069
98,65,46,2,B,15.954
98,66,62,2,B,7.438
98,67,44,2,B,5.774
98,68,42,2,B,4.326
98,69,56,1,A,6.297
98,70,29,1,A,6.521
98,71,52,2,B,7.809
98,72,90,2,B,4.881
98,73,37,1,A,5.421
98,74,36,1,A,4.533
98,75,19,2,B,5.413
98,76,10,1,A,4.414
98,77,21,1,A,2.939
98,78,87,1,A,3.383
98,79,24,2,B,3.368
98,80,67,2,B,2.201
98,81,50,1,A,5.938
98,82,5,2,B,4.663
98,83,48,1,A,7.751
98,84,18,2,B,22.727
98,85,63,1,A,5.382
98,86,8,1,A,3.237
98,87,76,2,B,3.893
98,88,49,2,B,5.05
98,89,34,2,B,8.295
98,90,4,1,A,10.997
98,91,58,2,B,5.461
99,1,26,2,B,21.099
99,2,82,2,B,14.137
99,3,17,1,A,8.436
99,4,23,2,B,4.739
99,5,22,2,B,11.82
99,6,14,1,A,17.751
99,7,75,2,B,18.545
99,8,27,2,B,16.794
99,9,2,1,A,16.463
99,10,51,2,B,9.023
99,11,89,2,B,12.268
99,12,10,1,A,13.252
99,13,8,2,B,10.011
99,14,19,1,A,11.222
99,15,54,1,A,56.161
99,16,21,1,A,11.784
99,17,45,2,B,14.152
99,18,39,2,B,12.774
99,19,31,1,A,9.325
99,20,81,1,A,14.565
99,21,53,2,B,12.302
99,22,66,1,A,11.013
99,23,74,2,B,10.071
99,24,86,2,B,13.203
99,25,62,2,B,7.547
99,26,70,1,A,34.48
99,27,76,2,B,4.988
99,28,1,2,B,9.084
99,29,91,2,B,7.417
99,30,5,1,A,9.785
99,31,35,1,A,7.01
99,32,18,2,B,7.486
99,33,32,1,A,13.298
99,34,65,1,A,10.414
99,35,41,1,A,17.061
99,36,80,1,A,5.834
99,37,11,1,A,15.347
99,38,55,2,B,8.829
99,39,16,2,B,8.548
99,40,60,2,B,8.733
99,41,77,1,A,6.072
99,42,44,1,A,22.555
99,43,64,1,A,24.532
99,44,88,2,B,28.76
99,45,24,2,B,14.435
99,46,72,2,B,39.409
99,47,3,2,B,20.157
99,48,73,1,A,329.547
99,49,48,1,A,11.773
99,50,61,2,B,30.197
99,51,85,1,A,18.398
99,52,79,2,B,13.045
99,53,78,2,B,13.726
99,54,30,2,B,25.363
99,55,87,1,A,9.395
99,56,46,2,B,10.868
99,57,33,2,B,28.044
99,58,36,1,A,26.081
99,59,90,1,A,10.693
99,60,25,2,B,8.207
99,61,68,2,B,8.623
99,62,42,1,A,9.726
99,63,29,1,A,17.907
99,64,9,2,B,13.238
99,65,69,2,B,29.461
99,66,37,1,A,32.041
99,67,6,2,B,8.311
99,68,34,2,B,9.075
99,69,50,1,A,5.917
99,70,63,1,A,8.524
99,71,13,1,A,9.408
99,72,58,1,A,5.733
99,73,56,1,A,10.193
99,74,20,1,A,13.149
99,75,59,1,A,22.958
99,76,83,1,A,18.059
99,77,38,2,B,10.33
99,78,71,2,B,13.199
99,79,4,2,B,14.148
99,80,84,2,B,16.014
99,81,57,2,B,13.501
99,82,43,2,B,10.116
99,83,52,1,A,10.261
99,84,47,1,A,7.511
99,85,67,2,B,12.14
99,86,28,1,A,17.323
99,87,49,2,B,12.465
99,88,40,1,A,25.766
99,89,7,1,A,34.081
99,90,15,2,B,27.504
99,91,12,1,A,18.652
100,1,82,2,B,7.963
100,2,59,1,A,14.203
100,3,33,1,A,11.219
100,4,44,2,B,12.772
100,5,3,1,A,7.14
100,6,17,1,A,9.715
100,7,66,2,B,16.701
100,8,19,1,A,6.962
100,9,41,2,B,19.313
100,10,47,2,B,5.383
100,11,39,1,A,21.404
100,12,69,2,B,13.556
100,13,85,2,B,6.262
100,14,7,2,B,15.583
100,15,24,1,A,11.265
100,16,48,2,B,54.806
100,17,38,2,B,10.443
100,18,34,2,B,4.973
100,19,29,2,B,0.003
100,20,23,2,B,10.77
100,21,86,1,A,17.75
100,22,57,1,A,20.486
100,23,26,1,A,8.298
100,24,79,1,A,36.273
100,25,27,2,B,8.995
100,26,88,2,B,9.865
100,27,54,1,A,5.294
100,28,73,2,B,37.123
100,29,28,2,B,2.105
100,30,76,2,B,0.162
100,31,83,1,A,2.165
100,32,31,1,A,2.264
100,33,42,1,A,18.044
100,34,58,2,B,5.818
100,35,72,2,B,3.617
100,36,43,2,B,16.421
100,37,91,2,B,9.623
100,38,89,1,A,7.854
100,39,56,1,A,34.89
100,40,8,2,B,5.841
100,41,21,1,A,12.582
100,42,30,2,B,17.506
100,43,60,2,B,8.539
100,44,75,1,A,0.778
100,45,87,2,B,3.464
100,46,53,2,B,8.176
100,47,36,2,B,9.521
100,48,6,1,A,5.4
100,49,78,2,B,3.461
100,50,52,1,A,5.744
100,51,13,2,B,2.115
100,52,65,2,B,5.449
100,53,80,2,B,5.027
100,54,18,2,B,5.101
100,55,68,2,B,5.084
100,56,1,1,A,38.124
100,57,81,1,A,5.378
100,58,32,1,A,6.523
100,59,74,2,B,28.788
100,60,63,2,B,0.267
100,61,14,1,A,5.344
100,62,77,1,A,4.457
100,63,49,2,B,12.329
100,64,37,2,B,10.78
100,65,5,2,B,26.201
100,66,71,2,B,35.274
100,67,64,2,B,21.966
100,68,55,1,A,14.807
100,69,84,1,A,20.674
100,70,45,2,B,9.503
100,71,61,1,A,9.251
100,72,10,1,A,5.045
100,73,9,2,B,30.57
100,74,67,1,A,1.528
100,75,51,1,A,1.293
100,76,16,2,B,1.273
100,77,2,1,A,2.7
100,78,50,2,B,2.322
100,79,40,2,B,2.533
100,80,62,1,A,5.129
100,81,25,1,A,60.931
100,82,4,2,B,1.498
100,83,70,1,A,10.39
100,84,12,2,B,12.83
100,85,15,2,B,20.786
100,86,20,1,A,11.197
100,87,22,2,B,8.228
100,88,46,1,A,7.164
100,89,35,2,B,0.932
100,90,90,1,A,1.836
100,91,11,1,A,1.445
101,1,6,2,B,23.878
101,2,14,1,A,8.542
101,3,72,2,B,36.506
101,4,76,2,B,4.419
101,5,63,1,A,17.886
101,6,59,1,A,3.99
101,7,55,2,B,9.531
101,8,10,1,A,4.634
101,9,86,2,B,4.7
101,10,4,2,B,3.296
101,11,67,2,B,5.727
101,12,34,1,A,11.648
101,13,51,1,A,19.841
101,14,84,2,B,3.498
101,15,42,2,B,11.807
101,16,73,2,B,23.04
101,17,85,1,A,3.487
101,18,22,1,A,3.99
101,19,56,1,A,4.166
101,20,13,1,A,5.084
101,21,39,2,B,7.459
101,22,46,2,B,11.926
101,23,36,2,B,9.165
101,24,43,1,A,6.471
101,25,1,2,B,15.911
101,26,37,1,A,6.817
101,27,5,1,A,6.217
101,28,58,2,B,4.545
101,29,3,2,B,12.171
101,30,69,1,A,12.635
101,31,66,2,B,4.781
101,32,82,2,B,5.083
101,33,2,2,B,7.507
101,34,25,2,B,7.461
101,35,19,1,A,4.637
101,36,54,2,B,15.223
101,37,88,2,B,8.015
101,38,20,1,A,5.63
101,39,62,2,B,3.45
101,40,91,2,B,19.931
101,41,38,2,B,8.47
101,42,70,1,A,6.115
101,43,81,2,B,9.805
101,44,15,1,A,15.745
101,45,32,2,B,21.509
101,46,31,1,A,10.38
101,47,18,2,B,10.027
101,48,21,1,A,6.281
101,49,47,1,A,19.205
101,50,11,1,A,29.69
101,51,57,2,B,14.703
101,52,60,2,B,8.86
101,53,7,2,B,8.321
101,54,61,2,B,9.806
101,55,65,1,A,5.289
101,56,45,2,B,31.489
101,57,16,1,A,5.893
101,58,64,2,B,5.349
101,59,53,2,B,5.808
101,60,35,1,A,24.32
101,61,29,1,A,8.611
101,62,41,1,A,11.464
101,63,49,2,B,6.993
101,64,12,1,A,9.448
101,65,50,1,A,5.688
101,66,24,2,B,4.431
101,67,28,1,A,13.002
101,68,89,1,A,4.371
101,69,83,1,A,27.234
101,70,40,1,A,7.759
101,71,77,2,B,3.462
101,72,90,1,A,9.608
101,73,75,2,B,5
101,74,68,2,B,27.158
101,75,79,2,B,7.122
101,76,71,2,B,7.031
101,77,23,2,B,7.295
101,78,87,1,A,8.44
101,79,26,2,B,5.81
101,80,48,1,A,16.428
101,81,80,1,A,3.428
101,82,30,2,B,15.167
101,83,33,2,B,13.022
101,84,78,1,A,3.029
101,85,17,1,A,19.801
101,86,74,2,B,3.72
101,87,8,2,B,14.448
101,88,27,2,B,5.864
101,89,9,1,A,37.693
101,90,44,2,B,6.012
101,91,52,1,A,7.345
102,1,22,1,A,19.965
102,2,81,2,B,13.542
102,3,45,2,B,25.434
102,4,55,2,B,10.526
102,5,56,2,B,7.04
102,6,7,2,B,14.638
102,7,77,2,B,11.637
102,8,14,1,A,9.048
102,9,28,1,A,17.56
102,10,73,2,B,9.953
102,11,64,2,B,19.406
102,12,38,2,B,14.652
102,13,43,1,A,18.409
102,14,2,2,B,25.902
102,15,60,2,B,11.926
102,16,6,2,B,8.364
102,17,48,1,A,19.894
102,18,83,1,A,8.612
102,19,49,2,B,9.913
102,20,79,2,B,5.709
102,21,80,1,A,4.046
102,22,19,1,A,5.916
102,23,59,2,B,7.233
102,24,71,2,B,14.828
102,25,87,1,A,6.807
102,26,50,1,A,11.057
102,27,37,2,B,10.531
102,28,8,2,B,7.801
102,29,74,2,B,15.938
102,30,86,2,B,5.194
102,31,31,1,A,7.403
102,32,76,1,A,4.577
102,33,68,2,B,17.238
102,34,17,1,A,10.307
102,35,62,2,B,9.359
102,36,11,1,A,16.505
102,37,61,2,B,11.151
102,38,39,2,B,10.147
102,39,84,2,B,10.201
102,40,9,1,A,4.476
102,41,5,1,A,10.004
102,42,63,1,A,7.492
102,43,75,1,A,15.306
102,44,1,2,B,10.301
102,45,24,2,B,21.972
102,46,34,1,A,5.942
102,47,47,2,B,10.591
102,48,4,2,B,13.433
102,49,35,1,A,7.154
102,50,26,1,A,6.495
102,51,20,1,A,6.087
102,52,13,1,A,14.842
102,53,36,2,B,14.402
102,54,91,2,B,6.274
102,55,23,2,B,3.971
102,56,27,2,B,5.048
102,57,89,1,A,5.991
102,58,30,2,B,10.132
102,59,69,2,B,11.587
102,60,82,2,B,5.261
102,61,78,1,A,3.579
102,62,32,1,A,13.303
102,63,70,2,B,7.605
102,64,57,1,A,11.275
102,65,25,2,B,5.653
102,66,51,1,A,6.237
102,67,18,2,B,7.991
102,68,21,1,A,7.746
102,69,58,1,A,7.327
102,70,54,2,B,15.687
102,71,85,1,A,5.677
102,72,72,1,A,6.056
102,73,88,1,A,6.743
102,74,42,2,B,10.451
102,75,33,2,B,7.622
102,76,16,2,B,10.507
102,77,29,1,A,10.252
102,78,46,2,B,7.767
102,79,12,2,B,8.11
102,80,66,1,A,8.356
102,81,53,2,B,12.437
102,82,3,2,B,7.062
102,83,52,1,A,13.987
102,84,10,1,A,6.297
102,85,41,2,B,9.458
102,86,90,1,A,4.739
102,87,40,1,A,5.921
102,88,15,2,B,7.491
102,89,67,1,A,6.801
102,90,44,2,B,6.48
102,91,65,1,A,7.439
103,1,16,1,A,31.283
103,2,63,2,B,12.745
103,3,73,1,A,11.986
103,4,21,1,A,23.203
103,5,10,1,A,59.025
103,6,46,1,A,50.603
103,7,41,2,B,24.801
103,8,19,1,A,8.915
103,9,1,2,B,17.607
103,10,74,2,B,46.418
103,11,91,2,B,11.307
103,12,54,1,A,15.204
103,13,60,2,B,49.474
103,14,65,1,A,8.217
103,15,40,1,A,12.705
103,16,13,1,A,43.815
103,17,57,2,B,28.781
103,18,18,2,B,32.308
103,19,86,1,A,38.311
103,20,24,1,A,37.205
103,21,52,2,B,10.525
103,22,38,2,B,20.301
103,23,90,2,B,8.353
103,24,69,2,B,18.208
103,25,88,2,B,2.415
103,26,23,2,B,29.265
103,27,37,1,A,7.147
103,28,39,2,B,7.903
103,29,7,2,B,20.011
103,30,33,1,A,10.14
103,31,31,2,B,4.316
103,32,17,1,A,4.001
103,33,81,2,B,33.015
103,34,44,2,B,12.109
103,35,30,1,A,7.804
103,36,35,1,A,10.515
103,37,87,2,B,8.108
103,38,28,2,B,9.605
103,39,14,1,A,16.904
103,40,9,2,B,81.5
103,41,78,2,B,8.514
103,42,51,2,B,6.083
103,43,76,2,B,22.813
103,44,85,1,A,8.095
103,45,20,1,A,11.713
103,46,70,2,B,13.1
103,47,55,1,A,3.612
103,48,48,2,B,4.342
103,49,29,1,A,1.199
103,50,84,1,A,1.708
103,51,25,2,B,1.086
103,52,80,2,B,17.394
103,53,66,2,B,4.305
103,54,3,2,B,15.695
103,55,77,1,A,5.694
103,56,11,1,A,11.301
103,57,8,2,B,16.682
103,58,6,2,B,2.405
103,59,62,1,A,1.881
103,60,75,1,A,13.41
103,61,79,1,A,8.6
103,62,4,2,B,16.308
103,63,34,2,B,16.302
103,64,53,1,A,14.169
103,65,45,2,B,11.402
103,66,36,1,A,17.919
103,67,59,2,B,14.005
103,68,71,2,B,69.306
103,69,56,2,B,2.288
103,70,64,1,A,11.114
103,71,42,1,A,11.406
103,72,58,2,B,7.287
103,73,68,2,B,10.567
103,74,89,2,B,8.609
103,75,32,2,B,11.809
103,76,50,2,B,65.492
103,77,47,1,A,9.001
103,78,15,2,B,1.231
103,79,72,1,A,8.202
103,80,22,1,A,12.116
103,81,67,2,B,14.713
103,82,2,2,B,9.101
103,83,83,1,A,17.307
103,84,27,2,B,22.419
103,85,43,1,A,16.107
103,86,26,1,A,2.78
103,87,49,2,B,8.706
103,88,12,2,B,4.712
103,89,61,1,A,10.103
103,90,82,2,B,9.621
103,91,5,1,A,6.294
104,1,80,1,A,10.853
104,2,23,2,B,7.8
104,3,25,2,B,6.652
104,4,30,1,A,9.936
104,5,20,1,A,8.457
104,6,8,2,B,8.947
104,7,35,1,A,12.229
104,8,44,2,B,17.067
104,9,28,1,A,6.716
104,10,41,2,B,9.589
104,11,9,1,A,9.167
104,12,18,1,A,3.9
104,13,29,1,A,8.2
104,14,17,1,A,11.968
104,15,16,1,A,10.957
104,16,46,2,B,8.465
104,17,69,1,A,13.601
104,18,89,2,B,7
104,19,59,2,B,8.777
104,20,6,2,B,9.483
104,21,1,2,B,14.535
104,22,88,1,A,14.782
104,23,21,2,B,7.164
104,24,15,2,B,10.986
104,25,45,2,B,17.268
104,26,39,2,B,4.396
104,27,43,2,B,8.356
104,28,48,2,B,8.994
104,29,70,1,A,6.857
104,30,5,1,A,10.125
104,31,71,2,B,5.852
104,32,91,2,B,7.9
104,33,19,1,A,6.542
104,34,63,1,A,13.801
104,35,10,1,A,9.222
104,36,38,2,B,7.114
104,37,61,1,A,8.43
104,38,3,2,B,9.324
104,39,84,2,B,6.261
104,40,49,2,B,6.446
104,41,33,1,A,6.753
104,42,13,1,A,8.932
104,43,31,1,A,7.296
104,44,51,1,A,9.089
104,45,55,2,B,7.869
104,46,72,1,A,10
104,47,60,1,A,6.901
104,48,85,1,A,8.969
104,49,27,2,B,8.357
104,50,87,1,A,8.083
104,51,67,1,A,6.872
104,52,81,2,B,14.476
104,53,53,2,B,11.358
104,54,68,2,B,6.979
104,55,78,1,A,6.483
104,56,42,2,B,17.9
104,57,11,1,A,7.381
104,58,86,2,B,5.114
104,59,4,2,B,11.383
104,60,58,1,A,10.764
104,61,76,2,B,12.937
104,62,75,1,A,6.085
104,63,34,1,A,9.996
104,64,57,2,B,6.977
104,65,62,1,A,13.676
104,66,37,1,A,8.855
104,67,66,1,A,13.25
104,68,73,2,B,7.831
104,69,36,1,A,7.229
104,70,82,2,B,7.539
104,71,77,1,A,7.11
104,72,54,1,A,12.144
104,73,83,1,A,5.901
104,74,90,2,B,5.314
104,75,2,2,B,10.988
104,76,50,1,A,11.738
104,77,40,1,A,13.324
104,78,52,1,A,6.582
104,79,65,1,A,6.112
104,80,64,1,A,7.347
104,81,24,2,B,6.03
104,82,22,2,B,9.963
104,83,14,2,B,4.665
104,84,79,2,B,4.658
104,85,32,2,B,8.654
104,86,47,1,A,7.385
104,87,26,1,A,6.273
104,88,7,1,A,11.98
104,89,74,1,A,8.557
104,90,56,1,A,4.44
104,91,12,1,A,4.142
107,1,60,2,B,8.716
107,2,45,2,B,13.479
107,3,77,2,B,4.334
107,4,56,2,B,8.962
107,5,24,2,B,8.395
107,6,13,2,B,7.841
107,7,5,1,A,10.094
107,8,16,2,B,10.287
107,9,49,2,B,9.185
107,10,64,1,A,9.967
107,11,19,2,B,4.1
107,12,55,2,B,8.915
107,13,8,2,B,6.016
107,14,7,2,B,10.859
107,15,38,2,B,10.604
107,16,6,2,B,5.776
107,17,34,1,A,5.995
107,18,10,1,A,4.722
107,19,88,1,A,6.994
107,20,4,2,B,22.255
107,21,71,2,B,9.656
107,22,29,2,B,10.191
107,23,14,1,A,11.11
107,24,22,1,A,10.373
107,25,89,2,B,5.371
107,26,42,1,A,22.06
107,27,79,2,B,9.43
107,28,65,1,A,6.302
107,29,39,2,B,8.218
107,30,87,1,A,8.434
107,31,85,1,A,3.726
107,32,51,2,B,8.477
107,33,81,2,B,3.471
107,34,3,2,B,4.998
107,35,73,2,B,6.725
107,36,27,2,B,8.932
107,37,84,2,B,7.689
107,38,52,1,A,13.719
107,39,40,2,B,10.771
107,40,33,2,B,16.967
107,41,25,2,B,10.551
107,42,41,2,B,16.489
107,43,91,2,B,14.608
107,44,57,2,B,7.997
107,45,47,1,A,4.47
107,46,48,1,A,9.327
107,47,18,2,B,15.043
107,48,28,1,A,6.711
107,49,2,1,A,8.43
107,50,30,1,A,7.418
107,51,9,2,B,13.642
107,52,90,2,B,9.4
107,53,82,2,B,7.436
107,54,74,2,B,8.725
107,55,53,1,A,8.643
107,56,12,2,B,6.957
107,57,46,2,B,10.299
107,58,43,2,B,0.625
107,59,21,2,B,10.347
107,60,62,2,B,11.195
107,61,58,2,B,6.145
107,62,11,1,A,12.945
107,63,54,1,A,9.719
107,64,31,1,A,11.58
107,65,69,2,B,9.824
107,66,44,2,B,11.854
107,67,78,1,A,2.625
107,68,23,1,A,8.229
107,69,80,1,A,2.137
107,70,15,1,A,4.305
107,71,61,2,B,9.859
107,72,83,1,A,21.567
107,73,67,2,B,5.728
107,74,63,1,A,11.358
107,75,26,1,A,7.507
107,76,68,2,B,12.788
107,77,50,2,B,5.961
107,78,66,1,A,6.03
107,79,59,2,B,11.374
107,80,37,1,A,9.787
107,81,36,1,A,11.586
107,82,72,1,A,5.296
107,83,32,2,B,7.848
107,84,76,1,A,2.202
107,85,1,2,B,8.025
107,86,35,1,A,4.036
107,87,20,1,A,11.311
107,88,17,1,A,6.447
107,89,75,1,A,5.241
107,90,70,2,B,7.216
107,91,86,2,B,4.982
108,1,42,2,B,47.279
108,2,49,2,B,30.596
108,3,90,2,B,13.403
108,4,48,1,A,22.52
108,5,34,1,A,20.15
108,6,71,2,B,17.25
108,7,84,2,B,10.303
108,8,2,1,A,12.968
108,9,37,2,B,20.381
108,10,57,1,A,40.663
108,11,85,1,A,32.483
108,12,30,2,B,48.379
108,13,50,2,B,21.19
108,14,36,1,A,22.46
108,15,15,1,A,52.39
108,16,44,2,B,22.6
108,17,63,1,A,32.022
108,18,66,1,A,26.521
108,19,59,2,B,55.784
108,20,13,1,A,27.714
108,21,39,2,B,24.768
108,22,53,2,B,33.8
108,23,73,2,B,18.654
108,24,33,2,B,83.193
108,25,1,2,B,15.351
108,26,11,1,A,32.286
108,27,41,2,B,20.071
108,28,24,2,B,9.624
108,29,75,1,A,25.937
108,30,4,2,B,34.87
108,31,32,2,B,30.449
108,32,31,1,A,51.966
108,33,16,1,A,27.118
108,34,3,2,B,9.695
108,35,82,2,B,4.241
108,36,14,1,A,50.999
108,37,62,2,B,11.702
108,38,70,1,A,26.246
108,39,25,1,A,14.423
108,40,64,2,B,23.137
108,41,40,2,B,31.491
108,42,76,2,B,15.244
108,43,58,1,A,21.843
108,44,29,1,A,45.227
108,45,79,2,B,46
108,46,12,2,B,4.519
108,47,19,2,B,4.096
108,48,81,2,B,5.314
108,49,89,2,B,5.742
108,50,78,1,A,5.689
108,51,46,2,B,45.975
108,52,9,2,B,35.819
108,53,5,1,A,7.329
108,54,60,2,B,21.154
108,55,77,1,A,11.466
108,56,65,1,A,19.761
108,57,6,2,B,5.701
108,58,69,2,B,21.904
108,59,26,2,B,19.262
108,60,18,2,B,49.292
108,61,51,2,B,20.678
108,62,23,2,B,58.5
108,63,55,2,B,11.084
108,64,67,1,A,16.996
108,65,27,2,B,40.155
108,66,80,1,A,4.902
108,67,45,2,B,16.162
108,68,52,1,A,29.543
108,69,86,2,B,7.458
108,70,20,1,A,5.002
108,71,74,2,B,13.625
108,72,22,1,A,11.5
108,73,47,1,A,14.336
108,74,21,1,A,21.219
108,75,91,2,B,14.576
108,76,38,2,B,49.581
108,77,17,1,A,61.5
108,78,68,2,B,13.647
108,79,56,2,B,9.8
108,80,8,2,B,15.216
108,81,10,1,A,14.773
108,82,87,1,A,7.467
108,83,54,2,B,64.355
108,84,35,1,A,16.331
108,85,7,1,A,80.247
108,86,43,2,B,11.462
108,87,28,2,B,10.521
108,88,61,1,A,19.06
108,89,88,1,A,5.689
108,90,72,1,A,26.715
108,91,83,1,A,9.664
109,1,24,2,B,6.449
109,2,10,1,A,5.008
109,3,39,2,B,10.534
109,4,88,1,A,5.859
109,5,6,2,B,65.492
109,6,2,1,A,6.216
109,7,12,2,B,3.594
109,8,13,1,A,59.966
109,9,53,2,B,11.724
109,10,30,2,B,7.202
109,11,81,2,B,3.585
109,12,65,1,A,4.394
109,13,51,2,B,4.299
109,14,77,2,B,3.497
109,15,62,2,B,5.501
109,16,54,2,B,6.464
109,17,21,1,A,4.117
109,18,69,2,B,5.184
109,19,83,1,A,9.252
109,20,25,2,B,7.773
109,21,76,1,A,2.304
109,22,32,2,B,3.916
109,23,5,1,A,5.04
109,24,49,2,B,5.292
109,25,84,2,B,3.78
109,26,18,2,B,5.372
109,27,33,2,B,6.317
109,28,15,1,A,5.298
109,29,56,2,B,3.122
109,30,70,1,A,8.92
109,31,37,2,B,13.158
109,32,44,2,B,15.459
109,33,9,2,B,5.911
109,34,74,2,B,3.727
109,35,14,1,A,9.859
109,36,31,1,A,6.268
109,37,22,2,B,5.228
109,38,73,2,B,4.301
109,39,90,2,B,5.907
109,40,36,1,A,6.24
109,41,19,1,A,4.869
109,42,68,1,A,5.222
109,43,38,2,B,4.376
109,44,3,2,B,4.697
109,45,59,2,B,11.348
109,46,1,2,B,6.186
109,47,23,2,B,5.868
109,48,58,2,B,4.485
109,49,41,2,B,6.159
109,50,55,2,B,5.117
109,51,79,2,B,3.179
109,52,46,2,B,8.801
109,53,82,2,B,6.268
109,54,87,1,A,3.816
109,55,86,2,B,3.693
109,56,80,1,A,5.436
109,57,72,1,A,4.488
109,58,61,1,A,4.735
109,59,60,1,A,14.673
109,60,63,1,A,4.622
109,61,89,2,B,6.356
109,62,64,2,B,5.176
109,63,20,1,A,5.175
109,64,78,1,A,2.203
109,65,48,1,A,4.301
109,66,4,1,A,8.121
109,67,8,2,B,7.372
109,68,7,2,B,6.954
109,69,47,1,A,5.043
109,70,75,1,A,7.174
109,71,16,1,A,5.862
109,72,40,2,B,6.114
109,73,71,2,B,17.065
109,74,67,1,A,6.108
109,75,66,1,A,4.707
109,76,27,2,B,4.558
109,77,11,1,A,8.136
109,78,43,2,B,5.534
109,79,35,1,A,3.734
109,80,52,2,B,7.373
109,81,42,1,A,4.505
109,82,45,2,B,7.608
109,83,57,2,B,6.02
109,84,91,2,B,5.733
109,85,28,2,B,10.25
109,86,29,2,B,9.774
109,87,26,1,A,6.553
109,88,17,1,A,3.483
109,89,34,2,B,4.971
109,90,50,2,B,8.494
109,91,85,1,A,4.738
110,1,70,1,A,18.877
110,2,77,1,A,8.122
110,3,19,1,A,7.338
110,4,2,1,A,10.176
110,5,40,2,B,14.712
110,6,34,2,B,9.23
110,7,82,2,B,5.41
110,8,12,1,A,7.39
110,9,84,2,B,4.307
110,10,14,1,A,5.862
110,11,25,2,B,10.449
110,12,91,2,B,5.936
110,13,44,2,B,8.48
110,14,58,2,B,22.166
110,15,10,1,A,5.7
110,16,5,2,B,4.901
110,17,16,1,A,7.593
110,18,32,1,A,7.38
110,19,42,1,A,9.537
110,20,18,2,B,8.164
110,21,36,1,A,8.015
110,22,72,1,A,11.251
110,23,68,2,B,6.029
110,24,86,2,B,7.553
110,25,6,2,B,5.941
110,26,41,2,B,10.206
110,27,38,2,B,6.97
110,28,73,2,B,10.525
110,29,47,1,A,6.919
110,30,48,1,A,14.135
110,31,21,1,A,9.795
110,32,80,1,A,13
110,33,35,1,A,10.599
110,34,56,2,B,11.122
110,35,50,1,A,10.042
110,36,45,2,B,11.078
110,37,24,2,B,7.749
110,38,28,1,A,6.169
110,39,59,2,B,5.373
110,40,31,2,B,4.695
110,41,27,2,B,11.422
110,42,26,1,A,6.322
110,43,89,1,A,4.665
110,44,20,1,A,7.98
110,45,49,2,B,9.97
110,46,55,1,A,8.578
110,47,88,2,B,10.368
110,48,65,1,A,7.91
110,49,63,1,A,10.543
110,50,22,2,B,6.035
110,51,15,2,B,6.466
110,52,71,2,B,69.138
110,53,57,1,A,7.898
110,54,30,2,B,4.87
110,55,53,2,B,12.09
110,56,61,2,B,15.801
110,57,3,1,A,5.8
110,58,52,1,A,5.808
110,59,79,2,B,6.745
110,60,23,2,B,10.514
110,61,60,1,A,14.567
110,62,51,2,B,13.616
110,63,43,2,B,12.093
110,64,75,1,A,7.683
110,65,78,2,B,6.587
110,66,37,1,A,15.89
110,67,11,1,A,7.556
110,68,54,1,A,11.177
110,69,90,1,A,7.4
110,70,29,1,A,5.843
110,71,64,2,B,8.532
110,72,4,1,A,12.656
110,73,46,2,B,7.324
110,74,13,1,A,11.363
110,75,66,2,B,11.66
110,76,17,1,A,4.788
110,77,69,2,B,16.427
110,78,1,2,B,6.52
110,79,39,2,B,7.073
110,80,74,2,B,6.038
110,81,62,1,A,7.72
110,82,76,2,B,3.796
110,83,81,2,B,4.519
110,84,7,2,B,9.985
110,85,83,1,A,7.045
110,86,85,1,A,7.031
110,87,33,2,B,11.963
110,88,9,2,B,7.027
110,89,67,1,A,7.327
110,90,8,2,B,6.073
110,91,87,1,A,6.473
112,1,90,1,A,6.201
112,2,46,1,A,16.731
112,3,27,2,B,18.518
112,4,84,2,B,15.59
112,5,34,1,A,13.733
112,6,18,2,B,8.266
112,7,45,2,B,14.648
112,8,54,1,A,14.188
112,9,53,2,B,25.316
112,10,79,2,B,9.846
112,11,1,2,B,11.381
112,12,91,2,B,8.281
112,13,77,1,A,6.101
112,14,48,1,A,9.65
112,15,47,2,B,8.762
