sub,trial,gamble,choice,choice_fct,rt
56,20,32,1,A,17.796
56,21,19,1,A,3.88
56,22,72,1,A,10.573
56,23,16,1,A,15.067
56,24,56,2,B,24.441
56,25,30,1,A,13.857
56,26,52,1,A,4
56,27,40,1,A,11.538
56,28,67,1,A,5.216
56,29,24,2,B,28.951
56,30,37,1,A,9.12
56,31,15,2,B,6.16
56,32,26,1,A,10.538
56,33,33,2,B,6.262
56,34,80,1,A,9.8
56,35,79,2,B,4.857
56,36,74,2,B,9.091
56,37,10,1,A,9.669
56,38,66,2,B,9.643
56,39,17,1,A,14.481
56,40,18,1,A,16.498
56,41,54,1,A,10.396
56,42,49,2,B,13.929
56,43,27,2,B,5.995
56,44,41,2,B,25.988
56,45,11,1,A,12.94
56,46,88,2,B,13.039
56,47,58,2,B,11.985
56,48,21,2,B,6.192
56,49,57,1,A,17.152
56,50,78,1,A,4.164
56,51,7,1,A,6.973
56,52,44,2,B,30.959
56,53,43,1,A,12.098
56,54,48,1,A,13.383
56,55,81,2,B,8.119
56,56,9,1,A,4.015
56,57,22,2,B,4.579
56,58,39,2,B,7.84
56,59,90,1,A,8.779
56,60,14,1,A,25.156
56,61,31,1,A,6.236
56,62,42,1,A,5.324
56,63,50,1,A,8.108
56,64,70,2,B,20.693
56,65,51,2,B,5.57
56,66,53,2,B,3.912
56,67,38,2,B,9.089
56,68,36,1,A,13.855
56,69,47,1,A,15.24
56,70,87,2,B,6.966
56,71,62,1,A,12.339
56,72,23,2,B,24.576
56,73,64,2,B,8.57
56,74,71,2,B,10.76
56,75,46,2,B,10.5
56,76,82,2,B,22.367
56,77,34,2,B,12.314
56,78,6,2,B,8.822
56,79,76,1,A,3.322
56,80,59,2,B,6.802
56,81,83,1,A,23.406
56,82,61,2,B,12.698
56,83,86,2,B,6.521
56,84,20,1,A,5.693
56,85,13,2,B,32.763
56,86,1,2,B,11.082
56,87,5,1,A,6.673
56,88,25,2,B,9.794
56,89,3,1,A,6.567
56,90,75,1,A,8.684
56,91,45,2,B,16.098
57,1,10,1,A,21.287
57,2,48,2,B,6.641
57,3,32,1,A,30.265
57,4,49,2,B,8.691
57,5,82,2,B,8.186
57,6,24,2,B,22.222
57,7,66,2,B,55.304
57,8,22,2,B,4.671
57,9,75,2,B,5.295
57,10,9,2,B,12.376
57,11,38,1,A,14.394
57,12,53,2,B,10.601
57,13,17,1,A,47.464
57,14,71,2,B,6.563
57,15,59,2,B,5.347
57,16,91,2,B,6.913
57,17,83,1,A,8.029
57,18,58,2,B,6.062
57,19,43,1,A,5.986
57,20,20,2,B,8.7
57,21,42,1,A,6.318
57,22,41,2,B,17.087
57,23,8,2,B,5.435
57,24,64,1,A,9.873
57,25,3,2,B,16.361
57,26,62,2,B,21.528
57,27,40,1,A,161.902
57,28,44,2,B,6.83
57,29,56,2,B,8.567
57,30,87,1,A,5.96
57,31,73,2,B,13.949
57,32,77,1,A,64.418
57,33,1,1,A,3.86
57,34,29,1,A,35.341
57,35,84,2,B,6.031
57,36,13,2,B,7.365
57,37,47,1,A,6.034
57,38,25,2,B,7.3
57,39,85,1,A,4.453
57,40,74,2,B,5.255
57,41,60,2,B,9.812
57,42,80,1,A,4.267
57,43,26,2,B,14.677
57,44,15,2,B,11.513
57,45,31,1,A,8.85
57,46,81,2,B,5.746
57,47,23,2,B,17.625
57,48,12,1,A,10.056
57,49,70,2,B,6.219
57,50,27,2,B,1.5
57,51,5,1,A,5.788
57,52,7,2,B,5.301
57,53,39,2,B,6.811
57,54,35,1,A,4.536
57,55,14,1,A,15.348
57,56,89,1,A,3.705
57,57,28,2,B,4.563
57,58,57,1,A,21.675
57,59,50,1,A,5.2
57,60,86,2,B,7.247
57,61,30,2,B,6.393
57,62,90,1,A,7.093
57,63,88,1,A,4.919
57,64,61,2,B,155.145
57,65,55,2,B,4.7
57,66,63,2,B,5.687
57,67,69,2,B,4.319
57,68,4,1,A,5.559
57,69,33,2,B,7.76
57,70,54,2,B,4.84
57,71,36,1,A,12.194
57,72,72,2,B,4.253
57,73,34,2,B,17.874
57,74,52,1,A,20.994
57,75,45,2,B,12.466
57,76,16,2,B,59.845
57,77,37,2,B,3.419
57,78,6,2,B,2.842
57,79,65,1,A,4.001
57,80,51,2,B,4.332
57,81,11,1,A,6.757
57,82,2,1,A,4.975
57,83,21,1,A,15.936
57,84,68,2,B,7.567
57,85,67,1,A,2.982
57,86,18,1,A,5.139
57,87,19,1,A,3.345
57,88,76,1,A,2.485
57,89,79,2,B,7.766
57,90,78,1,A,6.717
57,91,46,1,A,11.703
59,1,41,2,B,50.542
59,2,73,2,B,35.201
59,3,62,2,B,8.501
59,4,38,2,B,18.288
59,5,3,2,B,30.886
59,6,90,1,A,9.146
59,7,11,2,B,23.297
59,8,69,1,A,25.788
59,9,56,1,A,15.548
59,10,81,1,A,10.355
59,11,82,2,B,29.1
59,12,21,1,A,12.593
59,13,30,2,B,35.554
59,14,85,1,A,13.761
59,15,76,2,B,8.201
59,16,32,2,B,10.032
59,17,24,2,B,9.563
59,18,25,2,B,13.127
59,19,5,1,A,9.141
59,20,89,1,A,19.455
59,21,74,2,B,12.056
59,22,2,2,B,10.283
59,23,61,1,A,14.491
59,24,75,2,B,13.755
59,25,53,2,B,18.723
59,26,80,2,B,11.478
59,27,65,1,A,79
59,28,52,1,A,8.291
59,29,60,2,B,10.094
59,30,18,2,B,16.301
59,31,8,2,B,14.626
59,32,33,2,B,19.162
59,33,6,2,B,9.569
59,34,71,2,B,61.178
59,35,17,2,B,6.342
59,36,50,2,B,18.248
59,37,27,2,B,16.561
59,38,23,2,B,7.981
59,39,1,2,B,19.1
59,40,22,2,B,7.902
59,41,29,2,B,57.752
59,42,91,2,B,7.159
59,43,7,2,B,19.201
59,44,15,2,B,8.862
59,45,43,2,B,7.945
59,46,57,2,B,30.747
59,47,13,2,B,12.484
59,48,47,2,B,14.901
59,49,14,1,A,17.601
59,50,36,1,A,13.451
59,51,51,2,B,10.3
59,52,31,2,B,9.941
59,53,63,2,B,6.334
59,54,66,2,B,16.921
59,55,67,1,A,11.101
59,56,84,2,B,10.987
59,57,42,1,A,13.201
59,58,88,2,B,6.001
59,59,26,2,B,44.947
59,60,49,2,B,8.577
59,61,40,1,A,9.243
59,62,83,1,A,16.343
59,63,10,1,A,14.001
59,64,48,1,A,19.266
59,65,68,2,B,15.477
59,66,64,1,A,25.532
59,67,9,2,B,17.793
59,68,37,1,A,10.201
59,69,70,1,A,14.031
59,70,55,2,B,20.275
59,71,35,1,A,15.192
59,72,4,1,A,13.549
59,73,19,1,A,23.148
59,74,12,1,A,9.291
59,75,28,1,A,15
59,76,77,1,A,12.644
59,77,87,1,A,15.057
59,78,45,2,B,20.169
59,79,54,1,A,11.101
59,80,59,2,B,2.754
59,81,39,2,B,2.559
59,82,79,1,A,3.402
59,83,34,1,A,9.022
59,84,46,2,B,7.801
59,85,58,2,B,9.334
59,86,78,1,A,4.901
59,87,44,2,B,17.29
59,88,72,1,A,7.8
59,89,86,2,B,5.851
59,90,16,1,A,2.051
59,91,20,1,A,1.523
60,1,64,1,A,24.056
60,2,73,2,B,11.271
60,3,21,1,A,27.385
60,4,18,1,A,17.025
60,5,32,2,B,12.732
60,6,6,2,B,15.506
60,7,54,2,B,18.937
60,8,3,1,A,21.135
60,9,66,1,A,11.204
60,10,16,1,A,15.77
60,11,62,2,B,8.038
60,12,87,1,A,16.354
60,13,40,1,A,25.569
60,14,38,2,B,14.099
60,15,7,1,A,17.136
60,16,29,1,A,24.19
60,17,17,1,A,11.939
60,18,41,2,B,10.25
60,19,51,2,B,29.54
60,20,4,2,B,32.623
60,21,86,2,B,12.823
60,22,88,1,A,19.894
60,23,26,1,A,15.708
60,24,36,1,A,30.727
60,25,42,1,A,14.476
60,26,31,1,A,15.936
60,27,68,2,B,15.37
60,28,35,1,A,20.358
60,29,71,2,B,12.749
60,30,80,1,A,23.243
60,31,52,2,B,28.091
60,32,72,1,A,12.631
60,33,59,2,B,21.762
60,34,84,2,B,13.493
60,35,11,1,A,19.566
60,36,90,2,B,11.039
60,37,19,1,A,15.402
60,38,65,1,A,10.538
60,39,79,2,B,22.647
60,40,39,2,B,27.088
60,41,47,1,A,35.379
60,42,83,1,A,13.403
60,43,55,1,A,8.339
60,44,27,2,B,15.545
60,45,48,2,B,6.693
60,46,30,2,B,8.079
60,47,61,2,B,16.012
60,48,12,1,A,36.429
60,49,81,2,B,5.539
60,50,78,1,A,9.366
60,51,13,1,A,10.668
60,52,82,2,B,12.994
60,53,46,2,B,13.916
60,54,49,2,B,25.244
60,55,45,2,B,15.587
60,56,25,2,B,7.593
60,57,43,2,B,7.668
60,58,67,1,A,8.298
60,59,58,1,A,15.074
60,60,1,2,B,43.998
60,61,34,2,B,25.355
60,62,50,1,A,9.949
60,63,5,1,A,11.415
60,64,70,1,A,18.047
60,65,74,2,B,12.828
60,66,23,2,B,9.835
60,67,89,2,B,16.26
60,68,28,1,A,28.836
60,69,22,2,B,17.313
60,70,9,2,B,8.386
60,71,63,1,A,10.596
60,72,2,1,A,39.623
60,73,56,2,B,15.749
60,74,44,2,B,10.481
60,75,53,1,A,9.915
60,76,37,1,A,19.635
60,77,15,2,B,10.344
60,78,57,2,B,9.958
60,79,76,1,A,8.659
60,80,24,2,B,9.707
60,81,60,2,B,29.906
60,82,10,1,A,25.841
60,83,33,2,B,8.557
60,84,77,2,B,8.124
60,85,8,2,B,8.598
60,86,91,2,B,15.415
60,87,20,1,A,8.745
60,88,75,1,A,10.053
60,89,85,1,A,13.046
60,90,69,1,A,21.071
60,91,14,2,B,8.648
61,1,83,1,A,12.025
61,2,47,1,A,7.914
61,3,82,2,B,7.377
61,4,46,1,A,6.931
61,5,86,2,B,5.481
61,6,41,2,B,9.791
61,7,28,1,A,6.133
61,8,91,2,B,8.314
61,9,63,1,A,7.98
61,10,20,1,A,5.093
61,11,31,1,A,12.241
61,12,16,1,A,8.538
61,13,88,1,A,8.683
61,14,11,1,A,12.268
61,15,60,1,A,8.844
61,16,66,1,A,4.699
61,17,73,1,A,10.473
61,18,24,2,B,6.616
61,19,5,1,A,12.596
61,20,35,1,A,8.296
61,21,69,2,B,10.422
61,22,80,2,B,17.843
61,23,85,1,A,30.23
61,24,43,2,B,3.816
61,25,51,1,A,8.272
61,26,23,1,A,8.57
61,27,40,2,B,11.753
61,28,7,2,B,19.177
61,29,55,2,B,14.574
61,30,3,2,B,4.816
61,31,52,1,A,10.77
61,32,37,2,B,33.241
61,33,9,2,B,5.031
61,34,22,1,A,6.067
61,35,84,2,B,4.42
61,36,33,1,A,9.408
61,37,8,1,A,4.979
61,38,38,2,B,10.758
61,39,12,2,B,4.458
61,40,18,1,A,5.315
61,41,4,2,B,7.459
61,42,64,1,A,9.459
61,43,19,1,A,7.051
61,44,87,1,A,5.789
61,45,76,2,B,3.952
61,46,65,1,A,3.539
61,47,89,2,B,37.639
61,48,61,1,A,7.354
61,49,48,1,A,8.522
61,50,1,2,B,4.873
61,51,42,1,A,3.673
61,52,29,2,B,3.439
61,53,54,1,A,5.326
61,54,77,1,A,4.11
61,55,79,1,A,3.05
61,56,72,1,A,4.772
61,57,49,2,B,6.415
61,58,70,1,A,7.866
61,59,68,2,B,6.699
61,60,74,2,B,8.199
61,61,34,1,A,2.586
61,62,57,2,B,5.762
61,63,58,1,A,8.365
61,64,62,2,B,11.5
61,65,71,2,B,10.622
61,66,2,2,B,8.346
61,67,17,1,A,6.087
61,68,27,2,B,3.965
61,69,56,1,A,1.224
61,70,36,2,B,1.358
61,71,26,2,B,4.439
61,72,75,1,A,0.945
61,73,59,1,A,4.217
61,74,90,2,B,3.47
61,75,67,1,A,6.462
61,76,6,2,B,9.548
61,77,15,1,A,3.564
61,78,25,2,B,7.381
61,79,39,2,B,7.2
61,80,10,1,A,2.812
61,81,32,2,B,4.319
61,82,44,2,B,5.33
61,83,50,1,A,6.475
61,84,30,1,A,7.101
61,85,21,1,A,8.017
61,86,53,2,B,3.557
61,87,78,1,A,1.965
61,88,13,2,B,6.292
61,89,81,1,A,6.244
61,90,14,1,A,4.485
61,91,45,2,B,5.68
62,1,21,1,A,12.219
62,2,3,2,B,5.909
62,3,57,1,A,8.433
62,4,10,1,A,8.234
62,5,54,2,B,7.264
62,6,12,2,B,6.951
62,7,91,2,B,14.331
62,8,52,1,A,12.784
62,9,75,1,A,10.208
62,10,7,2,B,15.62
62,11,58,1,A,42.632
62,12,63,2,B,6.129
62,13,84,2,B,5.337
62,14,8,2,B,11.242
62,15,74,1,A,8.337
62,16,68,2,B,3.236
62,17,16,1,A,3.397
62,18,25,2,B,8.03
62,19,81,1,A,3.766
62,20,11,2,B,5.753
62,21,88,1,A,5.688
62,22,79,1,A,1.952
62,23,24,2,B,3.142
62,24,78,2,B,1.517
62,25,47,1,A,11.424
62,26,82,2,B,17.06
62,27,35,2,B,55.525
62,28,83,1,A,4.592
62,29,42,2,B,10.509
62,30,18,1,A,4.725
62,31,62,1,A,6.595
62,32,15,2,B,7.462
62,33,64,2,B,17.808
62,34,65,1,A,5.948
62,35,76,2,B,3.781
62,36,86,2,B,6.996
62,37,70,1,A,9.76
62,38,4,1,A,25.377
62,39,43,2,B,11.184
62,40,32,2,B,16.274
62,41,37,2,B,16.058
62,42,1,2,B,4.582
62,43,28,2,B,15.823
62,44,20,1,A,3.95
62,45,36,1,A,57.536
62,46,73,2,B,30.485
62,47,56,1,A,4.435
62,48,77,1,A,2.216
62,49,53,2,B,5.573
62,50,2,1,A,22.941
62,51,46,1,A,28.216
62,52,30,2,B,31.043
62,53,22,1,A,9.631
62,54,60,2,B,24.702
62,55,61,2,B,2.834
62,56,59,1,A,7.149
62,57,6,2,B,6.026
62,58,19,1,A,8.426
62,59,27,1,A,6.877
62,60,45,2,B,47.16
62,61,80,2,B,6.431
62,62,5,2,B,23.659
62,63,49,1,A,4.868
62,64,38,1,A,4.536
62,65,33,2,B,9.255
62,66,31,1,A,19.341
62,67,55,1,A,4.916
62,68,26,2,B,9.544
62,69,44,2,B,9.693
62,70,71,1,A,20.215
62,71,87,1,A,53.347
62,72,72,1,A,14.985
62,73,85,2,B,9.801
62,74,67,1,A,6.994
62,75,9,1,A,5.69
62,76,29,1,A,6.6
62,77,89,1,A,2.936
62,78,23,2,B,2.499
62,79,90,1,A,5.015
62,80,48,1,A,5.037
62,81,69,1,A,8.945
62,82,51,2,B,8.788
62,83,39,2,B,12.898
62,84,66,1,A,7.924
62,85,40,1,A,122.747
62,86,41,2,B,8.859
62,87,13,2,B,5.784
62,88,17,1,A,7.426
62,89,14,1,A,5.081
62,90,50,1,A,4.451
62,91,34,1,A,5.206
63,1,65,1,A,6.867
63,2,9,1,A,11.072
63,3,4,1,A,8.039
63,4,15,2,B,7.689
63,5,74,2,B,9.671
63,6,41,2,B,49.305
63,7,42,1,A,11.398
63,8,63,1,A,6.694
63,9,7,2,B,14.196
63,10,46,2,B,35.194
63,11,26,1,A,13.732
63,12,25,2,B,7.233
63,13,89,1,A,7.614
63,14,44,2,B,13.064
63,15,53,1,A,65.839
63,16,24,2,B,12.791
63,17,79,2,B,11.926
63,18,81,2,B,7.076
63,19,34,1,A,18.601
63,20,56,2,B,10.92
63,21,91,2,B,7.814
63,22,18,1,A,20.956
63,23,80,1,A,7.173
63,24,43,1,A,39.035
63,25,90,1,A,4.862
63,26,61,2,B,7.632
63,27,82,2,B,10.592
63,28,84,2,B,8.746
63,29,20,1,A,18.363
63,30,68,2,B,20.252
63,31,5,1,A,10.186
63,32,70,1,A,9.473
63,33,31,1,A,11.084
63,34,37,2,B,16.585
63,35,85,1,A,12.248
63,36,6,2,B,11.63
63,37,17,1,A,13.632
63,38,36,1,A,18.935
63,39,30,2,B,18.481
63,40,39,2,B,17.677
63,41,21,1,A,16.696
63,42,87,1,A,13.654
63,43,16,2,B,8.069
63,44,3,1,A,8.613
63,45,88,1,A,12.436
63,46,55,2,B,63.855
63,47,10,1,A,7.44
63,48,71,2,B,9.267
63,49,72,1,A,8.322
63,50,48,1,A,10.844
63,51,58,2,B,14.771
63,52,32,1,A,10.165
63,53,45,2,B,55.977
63,54,64,2,B,8.947
63,55,47,1,A,11.139
63,56,60,1,A,54.052
63,57,86,2,B,7.79
63,58,59,2,B,8.174
63,59,83,1,A,8.157
63,60,77,2,B,5.957
63,61,73,2,B,14.375
63,62,69,2,B,12.863
63,63,40,1,A,14.141
63,64,49,2,B,11.943
63,65,19,1,A,5.802
63,66,23,2,B,6.94
63,67,35,1,A,8.745
63,68,78,1,A,4.698
63,69,75,2,B,10.636
63,70,28,1,A,13.215
63,71,50,1,A,13.64
63,72,62,1,A,21.068
63,73,54,2,B,92.328
63,74,22,2,B,5.023
63,75,33,1,A,11.694
63,76,2,2,B,15.897
63,77,66,1,A,12.525
63,78,1,2,B,18.121
63,79,14,1,A,85.932
63,80,13,2,B,11.715
63,81,76,1,A,6.121
63,82,67,1,A,8.124
63,83,52,1,A,11.11
63,84,57,1,A,16.322
63,85,29,1,A,11.214
63,86,27,2,B,6.465
63,87,11,1,A,10.582
63,88,12,1,A,6.613
63,89,38,2,B,19.207
63,90,8,2,B,6.565
63,91,51,2,B,54.769
66,1,58,2,B,19.808
66,2,82,2,B,12.997
66,3,39,2,B,23.663
66,4,14,2,B,63.466
66,5,33,2,B,27.91
66,6,24,2,B,9.833
66,7,80,2,B,18.951
66,8,11,2,B,9.396
66,9,55,1,A,103.751
66,10,25,2,B,8.996
66,11,22,2,B,12.929
66,12,18,2,B,11.377
66,13,12,1,A,8.673
66,14,16,2,B,23.139
66,15,37,2,B,38.91
66,16,50,1,A,21.213
66,17,91,2,B,13.501
66,18,27,2,B,9.578
66,19,46,1,A,11.661
66,20,70,2,B,44.7
66,21,32,1,A,33.879
66,22,4,2,B,18.072
66,23,47,1,A,18.999
66,24,69,2,B,27.061
66,25,79,2,B,15.631
66,26,23,2,B,10.02
66,27,61,1,A,16.101
66,28,87,2,B,15.011
66,29,21,2,B,11.525
66,30,75,1,A,14.801
66,31,35,1,A,17.02
66,32,71,2,B,32.562
66,33,30,1,A,21.644
66,34,89,2,B,13.001
66,35,1,2,B,14.601
66,36,15,2,B,8.313
66,37,43,2,B,17.876
66,38,44,2,B,14.4
66,39,20,1,A,23.289
66,40,6,2,B,18.922
66,41,19,1,A,24.112
66,42,7,2,B,22.6
66,43,67,1,A,20.672
66,44,81,2,B,15.509
66,45,72,2,B,13.61
66,46,59,2,B,12.264
66,47,38,2,B,11.635
66,48,36,2,B,22.155
66,49,63,1,A,13.836
66,50,45,1,A,38.845
66,51,48,2,B,10.852
66,52,28,2,B,15.281
66,53,65,1,A,13.001
66,54,40,1,A,25.874
66,55,74,2,B,17.554
66,56,10,1,A,41.201
66,57,66,1,A,9.622
66,58,9,2,B,10.768
66,59,86,1,A,10.329
66,60,78,1,A,9.377
66,61,51,2,B,14.419
66,62,13,1,A,23.974
66,63,84,2,B,7.653
66,64,90,2,B,7.313
66,65,54,2,B,16.746
66,66,31,1,A,13.867
66,67,17,1,A,8.601
66,68,8,2,B,8.459
66,69,29,1,A,12.422
66,70,68,2,B,11.719
66,71,57,1,A,12.474
66,72,52,1,A,13.785
66,73,41,2,B,25.11
66,74,56,2,B,10.341
66,75,2,2,B,9.76
66,76,49,2,B,14.682
66,77,34,2,B,9.398
66,78,64,1,A,8.075
66,79,83,1,A,10.918
66,80,53,2,B,12.671
66,81,73,1,A,12.158
66,82,62,2,B,20.574
66,83,88,1,A,11.2
66,84,77,2,B,5.966
66,85,5,1,A,19.339
66,86,60,2,B,12.443
66,87,26,2,B,18.644
66,88,85,1,A,8.729
66,89,3,2,B,15.888
66,90,42,1,A,17.516
66,91,76,2,B,6.686
67,1,72,1,A,29.912
67,2,64,2,B,8.072
67,3,57,1,A,6.601
67,4,4,2,B,3.76
67,5,80,2,B,7.201
67,6,40,2,B,7.501
67,7,10,1,A,10.001
67,8,56,2,B,7.369
67,9,8,1,A,7.701
67,10,51,1,A,4.501
67,11,90,1,A,7.1
67,12,85,1,A,3.274
67,13,45,2,B,7.001
67,14,70,2,B,25.196
67,15,15,2,B,8.701
67,16,19,1,A,3
67,17,16,2,B,6.701
67,18,82,2,B,5.401
67,19,87,2,B,4.893
67,20,37,1,A,5.601
67,21,68,2,B,7.701
67,22,30,2,B,5.401
67,23,65,1,A,6.75
67,24,33,2,B,7.401
67,25,63,1,A,3.856
67,26,53,2,B,5.199
67,27,39,2,B,4.201
67,28,61,2,B,9.6
67,29,5,1,A,3.169
67,30,77,1,A,5.8
67,31,12,2,B,7.185
67,32,29,1,A,4.802
67,33,20,1,A,8.384
67,34,50,1,A,5.885
67,35,23,1,A,3.401
67,36,42,2,B,6.264
67,37,84,1,A,4.302
67,38,74,1,A,2.967
67,39,76,2,B,10.1
67,40,44,1,A,7.104
67,41,28,1,A,16.197
67,42,31,1,A,5.194
67,43,47,2,B,9.444
67,44,55,1,A,4.968
67,45,91,2,B,8.202
67,46,89,1,A,14.1
67,47,11,2,B,29.401
67,48,43,1,A,4.301
67,49,81,1,A,4.202
67,50,59,2,B,10.957
67,51,66,2,B,21.48
67,52,75,2,B,2.68
67,53,6,1,A,8.1
67,54,34,1,A,5.201
67,55,54,2,B,9.4
67,56,9,1,A,6.574
67,57,17,1,A,6.087
67,58,26,1,A,11.501
67,59,49,2,B,21.601
67,60,58,2,B,16.1
67,61,27,1,A,7.2
67,62,3,1,A,2.8
67,63,35,1,A,13.701
67,64,7,1,A,23.871
67,65,62,1,A,4.284
67,66,13,1,A,6.571
67,67,88,2,B,10.6
67,68,24,2,B,4.685
67,69,22,2,B,3.605
67,70,25,2,B,2.987
67,71,60,2,B,38.349
67,72,32,1,A,7.458
67,73,79,1,A,9.6
67,74,86,1,A,2.6
67,75,36,1,A,6.301
67,76,71,2,B,6.495
67,77,1,2,B,5.06
67,78,78,2,B,13.495
67,79,67,1,A,13.902
67,80,2,1,A,3.562
67,81,14,1,A,4.401
67,82,46,2,B,6.399
67,83,41,2,B,18.201
67,84,73,2,B,3.456
67,85,52,2,B,2.888
67,86,48,1,A,2.488
67,87,38,1,A,1.58
67,88,21,2,B,3.378
67,89,83,1,A,3.002
67,90,18,2,B,36.448
67,91,69,1,A,2.375
68,1,52,1,A,8.579
68,2,58,1,A,19.201
68,3,2,2,B,4.778
68,4,29,1,A,8.244
68,5,59,2,B,14.415
68,6,68,2,B,16.892
68,7,47,1,A,4.751
68,8,21,1,A,20.488
68,9,67,1,A,5.989
68,10,84,2,B,11.934
68,11,46,1,A,32.036
68,12,35,1,A,7.268
68,13,89,1,A,8.848
68,14,69,2,B,12.966
68,15,37,1,A,13.537
68,16,65,1,A,106.677
68,17,90,1,A,3.003
68,18,8,2,B,4.794
68,19,6,1,A,6.838
68,20,45,1,A,7.659
68,21,73,2,B,14.914
68,22,77,1,A,362.655
68,23,61,2,B,17.08
68,24,63,1,A,5.678
68,25,72,1,A,20.985
68,26,42,1,A,48.914
68,27,10,1,A,7.002
68,28,17,1,A,5.736
68,29,83,1,A,94.957
68,30,33,2,B,26.8
68,31,70,1,A,6.7
68,32,15,1,A,10.229
68,33,51,1,A,11.34
68,34,39,2,B,23.774
68,35,25,2,B,5.039
68,36,32,1,A,10.543
68,37,34,2,B,7.711
68,38,26,2,B,12.921
68,39,36,2,B,10.973
68,40,12,1,A,6.522
68,41,53,2,B,6.882
68,42,31,2,B,49.031
68,43,55,1,A,7.331
68,44,38,2,B,4.314
68,45,48,1,A,10.93
68,46,9,1,A,10.939
68,47,54,2,B,11.882
68,48,78,2,B,23.493
68,49,56,2,B,7.065
68,50,79,1,A,7.673
68,51,64,2,B,11.846
68,52,20,1,A,5.217
68,53,71,2,B,8.347
68,54,19,1,A,3.911
68,55,22,2,B,5.369
68,56,23,2,B,23.761
68,57,81,1,A,3.218
68,58,82,2,B,4.283
68,59,13,2,B,19.466
68,60,1,2,B,13.273
68,61,49,2,B,25.306
68,62,91,2,B,8.345
68,63,88,2,B,18.491
68,64,74,1,A,12.482
68,65,76,2,B,103.272
68,66,4,1,A,3.429
68,67,41,2,B,4.67
68,68,3,1,A,4.492
68,69,87,2,B,5.512
68,70,50,1,A,39.657
68,71,57,1,A,5.558
68,72,14,1,A,5.683
68,73,7,1,A,3.489
68,74,18,2,B,5.401
68,75,44,2,B,4.457
68,76,27,2,B,56.585
68,77,28,1,A,3.387
68,78,16,2,B,4.8
68,79,75,1,A,7.032
68,80,40,1,A,9.046
68,81,62,1,A,34.392
68,82,86,1,A,192.014
68,83,43,2,B,16.311
68,84,66,2,B,9.371
68,85,80,2,B,16.05
68,86,5,2,B,9.155
68,87,11,1,A,14.445
68,88,85,2,B,11.933
68,89,30,2,B,4.068
68,90,24,2,B,5.923
68,91,60,1,A,7.92
70,1,48,2,B,60.962
70,2,70,1,A,50.195
70,3,1,2,B,44.64
70,4,16,1,A,42.886
70,5,41,2,B,53.581
70,6,81,1,A,16.007
70,7,82,2,B,19.853
70,8,9,2,B,14.547
70,9,34,1,A,31.636
70,10,66,2,B,21.575
70,11,67,1,A,18.388
70,12,23,2,B,15.791
70,13,5,2,B,18.831
70,14,88,1,A,13.358
70,15,53,2,B,11.351
70,16,25,2,B,20.523
70,17,72,1,A,36.756
70,18,12,2,B,10.189
70,19,85,1,A,12.058
70,20,40,1,A,19.729
70,21,57,2,B,31.791
70,22,38,2,B,68.736
70,23,45,1,A,16.403
70,24,44,1,A,22.208
70,25,39,2,B,54.756
70,26,68,2,B,26.286
70,27,89,1,A,21.47
70,28,73,2,B,19.13
70,29,17,1,A,28.851
70,30,8,2,B,24.94
70,31,35,1,A,37.957
70,32,37,2,B,55.93
70,33,18,1,A,21.207
70,34,24,2,B,13.466
70,35,74,2,B,15.148
70,36,3,1,A,70.739
70,37,10,1,A,14.784
70,38,84,2,B,15.587
70,39,28,1,A,33.687
70,40,15,2,B,19.83
70,41,59,2,B,5.421
70,42,26,2,B,13.966
70,43,30,2,B,7.271
70,44,6,1,A,4.993
70,45,36,2,B,15.859
70,46,13,1,A,27.293
70,47,55,2,B,20.304
70,48,78,1,A,21.844
70,49,43,2,B,12.02
70,50,31,1,A,15.132
70,51,65,1,A,37.787
70,52,60,1,A,32.129
70,53,87,1,A,16.063
70,54,86,2,B,8.818
70,55,20,1,A,24.045
70,56,51,2,B,17.758
70,57,33,2,B,54.736
70,58,7,2,B,9.407
70,59,21,2,B,18.775
70,60,90,1,A,12.314
70,61,69,2,B,18.051
70,62,46,1,A,44.185
70,63,4,1,A,27.85
70,64,64,1,A,126.395
70,65,63,1,A,14.06
70,66,19,1,A,33.666
70,67,56,2,B,17.114
70,68,29,1,A,13.106
70,69,54,2,B,10.446
70,70,27,2,B,18.319
70,71,50,1,A,19.562
70,72,58,2,B,24.985
70,73,80,1,A,14.021
70,74,11,1,A,12.974
70,75,47,1,A,20.534
70,76,83,1,A,11.829
70,77,61,2,B,10.866
70,78,2,2,B,9.802
70,79,71,2,B,24.824
70,80,91,2,B,16.107
70,81,52,1,A,23.881
70,82,22,2,B,10.764
70,83,32,2,B,14.703
70,84,49,2,B,11.415
70,85,75,2,B,14.813
70,86,62,2,B,33.274
70,87,42,1,A,18.297
70,88,79,2,B,36.007
70,89,77,2,B,26.362
70,90,14,1,A,22.179
70,91,76,2,B,9.672
71,1,76,2,B,24.075
71,2,24,2,B,46.105
71,3,22,2,B,20.642
71,4,86,2,B,13.106
71,5,42,1,A,16.809
71,6,58,2,B,19.067
71,7,71,2,B,12.215
71,8,10,1,A,16.367
71,9,35,1,A,10.275
71,10,28,1,A,11.313
71,11,31,2,B,26.071
71,12,80,2,B,19.442
71,13,21,1,A,8.391
71,14,90,1,A,6.073
71,15,27,2,B,10.908
71,16,70,1,A,34.904
71,17,89,1,A,9.305
