sub,trial,gamble,choice,choice_fct,rt,gain_loss,A_p1,A_o1,A_p2,A_o2,B_p1,B_o1,B_p2,B_o2,A_risky,B_risky
81,1,65,1,A,5.166,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
81,43,66,1,A,8.646,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
81,34,67,1,A,6.843,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
81,18,68,2,B,8.155,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
81,81,69,2,B,24.848,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
81,26,70,1,A,14.14,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
81,3,71,2,B,9.433,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
81,72,72,1,A,12.272,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
81,61,73,2,B,12.622,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
81,88,74,2,B,7.643,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
81,32,75,1,A,18.546,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
81,85,76,2,B,3.633,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
81,71,77,1,A,12.794,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
81,83,78,1,A,7.705,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
81,4,79,2,B,10.348,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
81,25,80,1,A,7.67,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
81,35,81,2,B,7.312,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
81,51,82,2,B,7.986,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
81,90,83,1,A,6.334,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
81,87,84,2,B,9.521,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
81,80,85,1,A,6.671,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
81,46,86,2,B,4.963,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
81,50,87,1,A,11.805,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
81,65,88,1,A,10.459,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
81,44,89,1,A,17.42,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
81,70,90,1,A,3.763,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
82,70,1,2,B,23.936,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
82,82,2,1,A,18.935,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
82,31,3,1,A,26.043,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
82,36,4,2,B,12.285,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
82,35,5,1,A,19.25,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
82,10,6,2,B,20.619,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
82,59,7,2,B,36.662,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
82,90,8,2,B,16.894,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
82,91,9,2,B,22.485,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
82,8,10,2,B,12.296,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
82,81,11,1,A,15.539,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
82,41,12,2,B,14.92,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
82,20,13,2,B,238.148,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
82,27,14,1,A,15.904,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
82,6,15,2,B,19.474,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
82,71,16,1,A,36.578,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
82,74,17,1,A,23.392,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
82,49,18,2,B,83.839,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
82,56,19,1,A,16.096,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
82,34,20,1,A,12.074,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
82,2,21,2,B,13.923,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
82,19,22,2,B,17.034,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
82,25,23,2,B,20.077,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
82,69,24,2,B,10.668,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
82,75,25,2,B,11.311,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
82,15,26,2,B,32.548,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
82,37,27,2,B,18.405,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
82,88,28,2,B,21.386,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
82,72,29,2,B,13.319,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
82,46,30,1,A,24.673,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
82,17,31,1,A,27.162,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
82,7,32,2,B,15.209,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
82,44,33,1,A,17.653,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
82,43,34,2,B,36.6,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
82,60,35,1,A,20.831,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
82,83,36,1,A,32.328,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
82,51,37,1,A,17.165,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
82,67,38,1,A,18.345,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
82,24,39,2,B,18.711,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
82,3,40,1,A,26.16,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
82,12,41,2,B,15.937,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
82,9,42,2,B,8.315,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
82,52,43,2,B,34.711,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
82,42,44,2,B,23.089,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
82,79,45,2,B,28.467,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
82,84,46,1,A,22.185,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
82,78,47,1,A,32.098,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
82,45,48,2,B,15.225,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
82,16,49,2,B,14.94,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
82,73,50,1,A,16.126,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
82,38,51,1,A,41.298,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
82,29,52,1,A,12.959,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
82,4,53,2,B,16.326,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
82,80,54,2,B,11.951,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
82,28,55,1,A,23.151,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
82,77,56,2,B,16.045,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
82,55,57,1,A,19.424,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
82,61,58,1,A,32.65,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
82,33,59,1,A,28.357,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
82,5,60,2,B,23.893,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
82,14,61,1,A,13.866,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
82,54,62,2,B,20.621,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
82,11,63,2,B,11.429,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
82,86,64,1,A,23.363,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
82,40,65,1,A,16.546,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
82,13,66,2,B,23.203,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
82,57,67,1,A,38.826,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
82,50,68,2,B,10.444,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
82,62,69,2,B,14.497,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
82,65,70,1,A,29.15,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
82,1,71,2,B,33.414,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
82,47,72,1,A,12.341,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
82,48,73,2,B,16.301,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
82,66,74,2,B,14.086,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
82,58,75,1,A,9.731,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
82,39,76,2,B,13.353,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
82,89,77,1,A,9.323,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
82,23,78,2,B,14.98,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
82,30,79,1,A,22.566,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
82,64,80,2,B,7.023,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
82,63,81,1,A,14.546,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
82,68,82,2,B,21.36,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
82,18,83,1,A,11.311,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
82,22,84,2,B,8.774,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
82,26,85,1,A,7.243,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
82,76,86,2,B,17.633,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
82,87,87,1,A,19.786,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
82,53,88,1,A,7.492,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
82,32,89,2,B,12.901,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
82,85,90,2,B,12.598,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
83,80,1,1,A,7.761,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
83,38,2,1,A,27.517,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
83,83,3,1,A,9.61,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
83,51,4,2,B,17.601,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
83,59,5,1,A,34.362,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
83,56,6,2,B,16.491,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
83,66,7,1,A,9.766,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
83,79,8,1,A,32.053,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
83,16,9,2,B,71.735,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
83,39,10,1,A,12.982,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
83,35,11,1,A,15.455,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
83,62,12,1,A,18.191,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
83,5,13,1,A,39.642,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
83,43,14,1,A,18.354,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
83,25,15,1,A,14.378,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
83,15,16,1,A,23.386,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
83,81,17,1,A,39.397,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
83,18,18,2,B,18.402,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
83,67,19,1,A,8.588,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
83,89,20,1,A,28.807,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
83,71,21,1,A,51.079,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
83,55,22,2,B,12.08,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
83,7,23,1,A,33.071,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
83,14,24,1,A,21.324,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
83,28,25,2,B,23.468,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
83,65,26,1,A,21.177,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
83,31,27,2,B,57.751,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
83,77,28,1,A,40.6,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
83,57,29,1,A,9.001,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
83,6,30,1,A,45.552,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
83,12,31,1,A,27.327,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
83,52,32,2,B,15.451,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
83,10,33,1,A,43.589,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
83,41,34,1,A,37.668,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
83,91,35,1,A,6.367,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
83,84,36,1,A,9.943,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
83,29,37,2,B,23.334,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
83,19,38,2,B,46.515,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
83,17,39,2,B,18.129,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
83,90,40,1,A,6.742,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
83,45,41,2,B,10.864,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
83,58,42,1,A,71.564,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
83,40,43,2,B,13.694,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
83,8,44,1,A,18.375,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
83,69,45,2,B,8.646,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
83,1,46,2,B,37.014,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
83,23,47,1,A,31.892,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
83,68,48,1,A,16.404,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
83,73,49,2,B,6.038,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
83,34,50,1,A,21.509,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
83,82,51,2,B,5.467,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
83,50,52,1,A,16.085,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
83,36,53,2,B,16.683,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
83,72,54,1,A,12.867,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
83,88,55,2,B,6.766,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
83,30,56,2,B,14.45,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
83,49,57,2,B,21.056,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
83,27,58,2,B,69.498,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
83,3,59,2,B,17.523,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
83,60,60,1,A,23.748,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
83,37,61,2,B,45.56,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
83,4,62,2,B,16.837,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
83,85,63,1,A,31.201,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
83,64,64,1,A,9.115,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
83,22,65,1,A,40.17,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
83,61,66,1,A,10.332,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
83,47,67,1,A,8.701,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
83,70,68,2,B,11.562,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
83,54,69,2,B,12.817,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
83,9,70,1,A,21.873,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
83,24,71,2,B,31.969,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
83,21,72,1,A,12.813,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
83,86,73,2,B,15.466,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
83,46,74,2,B,13.032,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
83,53,75,1,A,14.409,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
83,33,76,2,B,5.978,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
83,74,77,1,A,11.827,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
83,26,78,1,A,12.922,mixed,0.5,0,0.5,0,0.5,-40,0.5,60,risky,risky
83,13,79,2,B,37.382,mixed,0.5,-50,0.5,60,0.5,0,0.5,0,risky,risky
83,63,80,1,A,20.144,mixed,0.5,0,0.5,0,0.5,-60,0.5,60,risky,risky
83,87,81,2,B,7.181,mixed,0.5,-70,0.5,60,0.5,0,0.5,0,risky,risky
83,11,82,2,B,14.558,gain,0.1,77,0.9,2,0.1,40,0.9,32,risky,risky
83,78,83,1,A,13.907,gain,0.2,40,0.8,32,0.2,77,0.8,2,risky,risky
83,48,84,2,B,16.115,gain,0.3,77,0.7,2,0.3,40,0.7,32,risky,risky
83,76,85,1,A,16.685,gain,0.4,40,0.6,32,0.4,77,0.6,2,risky,risky
83,32,86,2,B,10.779,gain,0.5,77,0.5,2,0.5,40,0.5,32,risky,risky
83,2,87,1,A,13.186,gain,0.6,40,0.4,32,0.6,77,0.4,2,risky,risky
83,75,88,1,A,7.785,gain,0.7,40,0.3,32,0.7,77,0.3,2,risky,risky
83,42,89,1,A,12.942,gain,0.8,77,0.2,2,0.8,40,0.2,32,risky,risky
83,20,90,2,B,8.442,gain,0.9,77,0.1,2,0.9,40,0.1,32,risky,risky
84,54,1,2,B,9.399,gain,0.34,24,0.66,59,0.42,47,0.58,64,risky,risky
84,61,2,1,A,10.402,gain,0.88,79,0.12,82,0.2,57,0.8,94,risky,risky
84,90,3,2,B,3.903,gain,0.74,62,0.26,0,0.44,23,0.56,31,risky,risky
84,12,4,1,A,26.777,gain,0.05,56,0.95,72,0.95,68,0.05,95,risky,risky
84,80,5,1,A,2.904,gain,0.25,84,0.75,43,0.42,7,0.57,97,risky,risky
84,79,6,2,B,11.709,gain,0.28,7,0.72,74,0.71,55,0.29,63,risky,risky
84,10,7,2,B,16.804,gain,0.09,56,0.91,19,0.76,13,0.24,90,risky,risky
84,72,8,1,A,6.971,gain,0.63,41,0.37,18,0.98,56,0.02,8,risky,risky
84,17,9,2,B,55.481,gain,0.88,72,0.12,29,0.39,67,0.61,63,risky,risky
84,67,10,1,A,5.493,gain,0.61,37,0.39,50,0.6,6,0.4,45,risky,risky
84,41,11,1,A,8.002,gain,0.08,54,0.92,31,0.15,44,0.85,29,risky,risky
84,60,12,2,B,3.106,gain,0.92,63,0.08,5,0.63,43,0.37,53,risky,risky
84,74,13,1,A,13.37,gain,0.78,32,0.22,99,0.32,39,0.68,56,risky,risky
84,33,14,1,A,10.69,gain,0.16,66,0.84,23,0.79,15,0.21,29,risky,risky
84,26,15,1,A,19.508,gain,0.12,52,0.88,73,0.98,92,0.02,19,risky,risky
84,86,16,1,A,19,gain,0.29,88,0.71,78,0.29,53,0.71,91,risky,risky
84,52,17,1,A,10.005,gain,0.31,39,0.69,51,0.84,16,0.16,91,risky,risky
84,5,18,1,A,37.598,gain,0.17,70,0.83,65,0.35,100,0.65,50,risky,risky
84,59,19,2,B,6.189,gain,0.91,80,0.09,19,0.64,37,0.36,65,risky,risky
84,22,20,1,A,10.874,gain,0.09,83,0.91,67,0.48,77,0.52,6,risky,risky
84,66,21,1,A,5.678,gain,0.44,14,0.56,72,0.21,9,0.79,31,risky,risky
84,84,22,1,A,4.867,gain,0.68,41,0.32,65,0.85,100,0.15,2,risky,risky
84,53,23,1,A,8.905,gain,0.38,40,0.62,55,0.14,26,0.86,96,risky,risky
84,20,24,2,B,7.606,gain,0.62,1,0.38,83,0.41,37,0.59,24,risky,risky
84,77,25,1,A,12.693,gain,0.49,15,0.51,50,0.94,64,0.06,14,risky,risky
84,2,26,2,B,13.095,loss,0.16,-15,0.84,-67,0.72,-56,0.28,-83,risky,risky
84,38,27,2,B,17.594,loss,0.13,-19,0.87,-56,0.7,-32,0.3,-37,risky,risky
84,73,28,2,B,4.603,loss,0.29,-67,0.71,-28,0.05,-46,0.44,-95,risky,risky
84,3,29,1,A,72.482,loss,0.82,-40,0.18,-90,0.17,-46,0.83,-64,risky,risky
84,81,30,2,B,13.502,loss,0.29,-25,0.71,-86,0.76,-38,0.24,-99,risky,risky
84,69,31,1,A,24.203,loss,0.6,-46,0.4,-21,0.42,-99,0.58,-37,risky,risky
84,58,32,2,B,12.983,loss,0.48,-15,0.52,-91,0.28,-48,0.72,-74,risky,risky
84,56,33,1,A,10.769,loss,0.53,-93,0.47,-26,0.8,-52,0.2,-93,risky,risky
84,82,34,1,A,22.673,loss,0.49,-1,0.51,-54,0.77,-33,0.23,-30,risky,risky
84,64,35,1,A,9.501,loss,0.99,-24,0.01,-13,0.44,-15,0.56,-62,risky,risky
84,13,36,2,B,29.558,loss,0.79,-67,0.21,-37,0.46,0,0.54,-97,risky,risky
84,75,37,2,B,23.001,loss,0.56,-58,0.44,-80,0.86,-58,0.14,-97,risky,risky
84,71,38,2,B,2.903,loss,0.63,-96,0.37,-38,0.17,-12,0.83,-69,risky,risky
84,40,39,2,B,15.562,loss,0.59,-55,0.41,-77,0.47,-30,0.53,-61,risky,risky
84,65,40,1,A,5.749,loss,0.13,-29,0.87,-76,0.55,-100,0.45,-28,risky,risky
84,70,41,2,B,4.203,loss,0.84,-57,0.16,-90,0.25,-63,0.75,-30,risky,risky
84,21,42,2,B,10.408,loss,0.86,-29,0.14,-30,0.26,-17,0.74,-43,risky,risky
84,30,43,2,B,12.094,loss,0.66,-8,0.34,-95,0.93,-42,0.07,-30,risky,risky
84,46,44,2,B,32.205,loss,0.39,-35,0.61,-72,0.76,-57,0.24,-28,risky,risky
84,44,45,2,B,17.674,loss,0.51,-26,0.49,-76,0.77,-48,0.23,-34,risky,risky
84,91,46,2,B,3.252,loss,0.73,-73,0.27,-54,0.17,-42,0.83,-70,risky,risky
84,78,47,1,A,18.09,loss,0.49,-66,0.51,-92,0.78,-97,0.22,-34,risky,risky
84,88,48,1,A,6.902,loss,0.56,-9,0.44,-56,0.64,-15,0.36,-80,risky,risky
84,32,49,2,B,13.203,loss,0.96,-61,0.04,-56,0.34,-7,0.66,-63,risky,risky
84,48,50,2,B,7.487,loss,0.56,-4,0.44,-80,0.04,-46,0.96,-58,risky,risky
84,18,51,2,B,22.184,mixed,0.43,-91,0.57,63,0.27,-83,0.73,24,risky,risky
84,9,52,1,A,22.064,mixed,0.06,-82,0.94,54,0.09,-73,0.91,38,risky,risky
84,7,53,2,B,18.904,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
84,50,54,2,B,34.019,mixed,0.79,-70,0.21,98,0.65,-85,0.35,93,risky,risky
84,89,55,1,A,8.653,mixed,0.61,96,0.39,-67,0.5,71,0.5,-26,risky,risky
84,42,56,2,B,12.792,mixed,0.43,-47,0.57,63,0.02,-69,0.98,14,risky,risky
84,16,57,1,A,63.407,mixed,0.61,19,0.39,-70,0.3,8,0.7,-37,risky,risky
84,62,58,2,B,7.569,mixed,0.59,-100,0.41,81,0.47,-73,0.53,15,risky,risky
84,83,59,2,B,7.506,mixed,0.92,-73,0.08,96,0.89,-48,0.11,16,risky,risky
84,57,60,2,B,19.488,mixed,0.11,27,0.89,-31,0.36,26,0.64,-48,risky,risky
84,4,61,2,B,16.006,mixed,0.14,83,0.86,-39,0.8,8,0.2,-88,risky,risky
84,11,62,2,B,16.908,mixed,0.74,77,0.26,-23,0.67,75,0.33,-7,risky,risky
84,47,63,1,A,7.984,mixed,0.91,-33,0.09,28,0.73,-67,0.27,9,risky,risky
84,51,64,1,A,8.065,mixed,0.93,75,0.07,-90,0.87,96,0.13,-89,risky,risky
84,24,65,1,A,8.208,mixed,0.99,67,0.01,-3,0.68,74,0.32,-2,risky,risky
84,68,66,1,A,29.901,mixed,0.48,58,0.52,-5,0.6,96,0.4,-40,risky,risky
84,76,67,1,A,19.089,mixed,0.07,-55,0.93,95,0.48,-13,0.52,99,risky,risky
84,36,68,2,B,9.284,mixed,0.97,-51,0.03,30,0.68,-89,0.32,46,risky,risky
84,15,69,1,A,21.077,mixed,0.86,-26,0.14,82,0.6,-39,0.4,31,risky,risky
84,45,70,1,A,18.072,mixed,0.88,-90,0.12,88,0.8,-86,0.2,14,risky,risky
84,19,71,2,B,11.179,mixed,0.87,-78,0.13,45,0.88,-69,0.12,83,risky,risky
84,23,72,1,A,10.302,mixed,0.96,17,0.04,-48,0.49,-60,0.51,84,risky,risky
84,37,73,2,B,18.004,mixed,0.38,-49,0.62,2,0.22,19,0.78,-18,risky,risky
84,49,74,2,B,9.897,mixed,0.28,-59,0.72,72,0.04,-4,0.96,63,risky,risky
84,14,75,2,B,25.101,mixed,0.5,98,0.5,-24,0.14,-76,0.86,46,risky,risky
84,35,76,2,B,8.504,mixed,0.5,0,0.5,0,0.5,-20,0.5,60,risky,risky
84,31,77,1,A,13.111,mixed,0.5,-30,0.5,60,0.5,0,0.5,0,risky,risky
