sub,trial,uncertain_word,probability,rt
159,13,risky,44,6.683
159,14,definite,100,3.243
159,15,doubtful,24,3.788
159,16,confident,90,3.143
159,17,possible,34,7.137
159,18,erratic,50,4.292
160,1,confident,65,6.005
160,2,ambiguous,36,3.111
160,3,certain,100,1.713
160,4,definite,95,1.269
160,5,likely,94,1.156
160,6,questionable,31,3.473
160,7,inevitable,100,1.581
160,8,unknown,22,1.401
160,9,erratic,14,2.583
160,10,unexpected,11,1.408
160,11,improbable,4,2.057
160,12,frequent,76,4.156
160,13,uncertain,11,2.241
160,14,possible,70,1.634
160,15,predictable,89,1.72
160,16,doubtful,15,1.47
160,17,risky,10,4.933
160,18,vague,12,2.469
161,1,risky,50,6.135
161,2,ambiguous,50,3.214
161,3,unexpected,33,5.338
161,4,uncertain,15,4.583
161,5,erratic,50,4.216
161,6,questionable,46,3.797
161,7,improbable,5,4.229
161,8,definite,100,2.462
161,9,possible,50,3.915
161,10,inevitable,100,3.283
161,11,likely,60,3.94
161,12,frequent,60,5.39
161,13,predictable,65,3.722
161,14,vague,50,2.272
161,15,confident,68,4.996
161,16,certain,100,2.732
161,17,doubtful,23,4.93
161,18,unknown,50,3.334
162,1,definite,100,9.116
162,2,confident,82,4.963
162,3,predictable,90,5.186
162,4,improbable,21,2.934
162,5,vague,45,3.7
162,6,unknown,3,2.86
162,7,questionable,53,3.053
162,8,likely,91,3.293
162,9,certain,100,2.061
162,10,unexpected,41,5.033
162,11,possible,81,3.051
162,12,doubtful,30,4.812
162,13,risky,57,4.799
162,14,uncertain,0,2.426
162,15,inevitable,100,2.224
162,16,frequent,54,4.35
162,17,ambiguous,24,2.539
162,18,erratic,26,6.743
163,1,doubtful,28,6.569
163,2,confident,83,4.008
163,3,predictable,87,5.394
163,4,likely,91,5.358
163,5,erratic,20,3.188
163,6,definite,100,2.484
163,7,possible,57,6.443
163,8,frequent,82,5.47
163,9,risky,40,7.031
163,10,uncertain,44,3.108
163,11,certain,100,2.413
163,12,inevitable,100,2.097
163,13,ambiguous,51,3.789
163,14,unexpected,51,2.924
163,15,vague,53,2.522
163,16,questionable,38,2.908
163,17,improbable,30,3.002
163,18,unknown,53,6.492
165,1,unknown,70,34.639
165,2,erratic,62,17.899
165,3,likely,50,4.4
165,4,risky,89,8.627
165,5,confident,100,3.574
165,6,vague,93,8.697
165,7,uncertain,61,8.655
165,8,predictable,34,9.374
165,9,doubtful,39,7.694
165,10,questionable,63,39.012
165,11,ambiguous,80,2.927
165,12,unexpected,70,3.076
165,13,inevitable,94,27.444
165,14,certain,100,7.129
165,15,improbable,71,45.223
165,16,possible,63,13.937
165,17,frequent,65,15.401
165,18,definite,79,5.703
166,1,unexpected,70,9.068
166,2,definite,85,8.1
166,3,confident,85,1.984
166,4,ambiguous,64,6.753
166,5,unknown,70,9.223
166,6,doubtful,81,5.083
166,7,uncertain,71,6.475
166,8,improbable,70,7.826
166,9,likely,91,6.28
166,10,vague,59,25.065
166,11,possible,81,3.64
166,12,frequent,85,12.908
166,13,predictable,81,3.906
166,14,erratic,65,14.03
166,15,certain,87,7.058
166,16,questionable,80,9.811
166,17,inevitable,80,8.325
166,18,risky,65,7.843
168,1,vague,28,4.686
168,2,possible,61,4.222
168,3,doubtful,20,1.961
168,4,predictable,83,3.212
168,5,unexpected,29,5.124
168,6,risky,18,6.139
168,7,questionable,20,2.534
168,8,uncertain,10,1.723
168,9,inevitable,100,1.897
168,10,certain,94,1.446
168,11,frequent,73,2.363
168,12,improbable,10,1.806
168,13,likely,61,6.255
168,14,unknown,10,1.91
168,15,ambiguous,19,1.677
168,16,erratic,20,3.879
168,17,definite,100,1.417
168,18,confident,73,1.575
169,1,risky,10,8.324
169,2,vague,50,4.878
169,3,unknown,50,4.046
169,4,unexpected,33,4.035
169,5,definite,100,1.971
169,6,frequent,82,3.229
169,7,confident,99,2.639
169,8,possible,65,4.356
169,9,erratic,7,2.922
169,10,uncertain,10,4.396
169,11,ambiguous,34,5.324
169,12,improbable,20,3.372
169,13,doubtful,17,2.907
169,14,questionable,24,5.439
169,15,likely,81,3.311
169,16,predictable,86,2.519
169,17,inevitable,100,1.631
169,18,certain,100,1.805
170,1,definite,90,11.361
170,2,inevitable,67,5.625
170,3,vague,17,8.601
170,4,unexpected,24,4.666
170,5,possible,95,4.843
170,6,improbable,9,7.58
170,7,risky,58,5.249
170,8,uncertain,7,9.745
170,9,erratic,3,3.842
170,10,frequent,84,3.746
170,11,confident,93,2.72
170,12,unknown,4,4.801
170,13,ambiguous,24,6.8
170,14,certain,90,3.652
170,15,predictable,63,4.086
170,16,likely,84,5.615
170,17,questionable,8,3.8
170,18,doubtful,0,6.563
171,1,certain,100,3.71
171,2,vague,9,2.027
171,3,doubtful,35,3.224
171,4,predictable,85,3.019
171,5,unexpected,9,4.263
171,6,ambiguous,50,3.263
171,7,definite,100,1.182
171,8,unknown,20,4.746
171,9,inevitable,100,1.573
171,10,frequent,90,2.827
171,11,uncertain,30,2.911
171,12,questionable,30,1.652
171,13,erratic,80,3.269
171,14,likely,80,2.817
171,15,confident,85,2.579
171,16,risky,40,5.862
171,17,improbable,15,3.013
171,18,possible,70,2.386
174,1,inevitable,70,6.407
174,2,likely,87,2.989
174,3,risky,45,5.935
174,4,ambiguous,86,2.626
174,5,erratic,72,2.075
174,6,uncertain,35,4.217
174,7,questionable,35,3.88
174,8,frequent,81,2.282
174,9,predictable,81,6.996
174,10,improbable,56,2.5
174,11,confident,95,3.102
174,12,unexpected,30,4.836
174,13,possible,95,2.683
174,14,vague,61,6.051
174,15,definite,81,5.582
174,16,doubtful,41,4.477
174,17,unknown,50,8.63
174,18,certain,87,3.094
175,1,definite,100,7.986
175,2,inevitable,100,3.276
175,3,erratic,50,5.644
175,4,predictable,81,6.187
175,5,uncertain,51,5.957
175,6,vague,30,7.08
175,7,doubtful,20,6.035
175,8,likely,71,4.566
175,9,ambiguous,50,5.755
175,10,unknown,50,7.937
175,11,frequent,71,4.382
175,12,confident,80,7.719
175,13,possible,50,5.615
175,14,improbable,5,13.531
175,15,certain,100,4.32
175,16,unexpected,8,12.78
175,17,questionable,50,5.19
175,18,risky,31,5.791
